,filename,width,height,class,xmin,ymin,xmax,ymax
112,img-345_jpg.rf.cb2f7a70ab689aee871ec218ca2a1c17.jpg,514,300,pothole,1,278,98,300
113,img-342_jpg.rf.a635f2b522f97763152361b6b7e92ab5.jpg,450,300,pothole,1,143,375,300
114,img-341_jpg.rf.7e6dcbcdf1805587819dc6cdcab56ac6.jpg,453,300,pothole,35,204,240,300
115,img-341_jpg.rf.7e6dcbcdf1805587819dc6cdcab56ac6.jpg,453,300,pothole,261,127,312,160
116,img-341_jpg.rf.7e6dcbcdf1805587819dc6cdcab56ac6.jpg,453,300,pothole,383,135,453,173
117,img-340_jpg.rf.dc85eeca2369ccd5e0f6e81ae6a9482a.jpg,450,300,pothole,7,74,217,137
118,img-340_jpg.rf.dc85eeca2369ccd5e0f6e81ae6a9482a.jpg,450,300,pothole,206,106,450,151
119,img-339_jpg.rf.774e42a110ef70cd2e176956b9a25254.jpg,553,300,pothole,249,101,273,115
120,img-333_jpg.rf.a795e5b4a275dca433e557d9dfd6acec.jpg,451,300,pothole,1,179,26,195
121,img-333_jpg.rf.a795e5b4a275dca433e557d9dfd6acec.jpg,451,300,pothole,1,161,55,173
122,img-333_jpg.rf.a795e5b4a275dca433e557d9dfd6acec.jpg,451,300,pothole,74,167,112,179
123,img-333_jpg.rf.a795e5b4a275dca433e557d9dfd6acec.jpg,451,300,pothole,102,194,225,235
124,img-332_jpg.rf.edbf67c28f12aff498f83cff3736dd97.jpg,480,300,pothole,119,201,358,247
125,img-332_jpg.rf.edbf67c28f12aff498f83cff3736dd97.jpg,480,300,pothole,146,159,235,172
126,img-332_jpg.rf.edbf67c28f12aff498f83cff3736dd97.jpg,480,300,pothole,278,135,399,146
127,img-332_jpg.rf.edbf67c28f12aff498f83cff3736dd97.jpg,480,300,pothole,135,90,272,111
128,img-332_jpg.rf.edbf67c28f12aff498f83cff3736dd97.jpg,480,300,pothole,159,59,215,69
129,img-331_jpg.rf.7e9a42665269c16ef3a3fde22dd626b9.jpg,366,300,pothole,188,214,283,275
130,img-331_jpg.rf.7e9a42665269c16ef3a3fde22dd626b9.jpg,366,300,pothole,202,135,278,162
131,img-331_jpg.rf.7e9a42665269c16ef3a3fde22dd626b9.jpg,366,300,pothole,244,110,310,125
132,img-331_jpg.rf.7e9a42665269c16ef3a3fde22dd626b9.jpg,366,300,pothole,259,89,304,101
133,img-331_jpg.rf.7e9a42665269c16ef3a3fde22dd626b9.jpg,366,300,pothole,234,81,273,91
134,img-331_jpg.rf.7e9a42665269c16ef3a3fde22dd626b9.jpg,366,300,pothole,219,74,254,82
135,img-331_jpg.rf.7e9a42665269c16ef3a3fde22dd626b9.jpg,366,300,pothole,249,62,273,70
136,img-331_jpg.rf.7e9a42665269c16ef3a3fde22dd626b9.jpg,366,300,pothole,139,117,184,131
137,img-331_jpg.rf.7e9a42665269c16ef3a3fde22dd626b9.jpg,366,300,pothole,147,105,179,117
138,img-331_jpg.rf.7e9a42665269c16ef3a3fde22dd626b9.jpg,366,300,pothole,184,91,211,100
139,img-331_jpg.rf.7e9a42665269c16ef3a3fde22dd626b9.jpg,366,300,pothole,126,94,159,104
140,img-331_jpg.rf.7e9a42665269c16ef3a3fde22dd626b9.jpg,366,300,pothole,112,107,135,116
141,img-331_jpg.rf.7e9a42665269c16ef3a3fde22dd626b9.jpg,366,300,pothole,6,212,51,242
142,img-330_jpg.rf.d9de506be8be5a379c88f7fe78ca8253.jpg,300,400,pothole,25,182,246,386
143,img-330_jpg.rf.d9de506be8be5a379c88f7fe78ca8253.jpg,300,400,pothole,79,29,216,92
144,img-329_jpg.rf.622561b6e0873d93eeedcb6770b851da.jpg,667,300,pothole,313,243,338,253
145,img-329_jpg.rf.622561b6e0873d93eeedcb6770b851da.jpg,667,300,pothole,291,219,324,228
146,img-329_jpg.rf.622561b6e0873d93eeedcb6770b851da.jpg,667,300,pothole,461,234,493,250
147,img-329_jpg.rf.622561b6e0873d93eeedcb6770b851da.jpg,667,300,pothole,509,263,550,278
148,img-329_jpg.rf.622561b6e0873d93eeedcb6770b851da.jpg,667,300,pothole,352,272,374,286
149,img-329_jpg.rf.622561b6e0873d93eeedcb6770b851da.jpg,667,300,pothole,379,245,430,253
150,img-328_jpg.rf.ac423267e0e078bbc60d0e6960c5167c.jpg,418,300,pothole,207,216,256,234
151,img-328_jpg.rf.ac423267e0e078bbc60d0e6960c5167c.jpg,418,300,pothole,152,202,184,212
152,img-328_jpg.rf.ac423267e0e078bbc60d0e6960c5167c.jpg,418,300,pothole,55,251,190,287
153,img-328_jpg.rf.ac423267e0e078bbc60d0e6960c5167c.jpg,418,300,pothole,145,231,185,247
154,img-327_jpg.rf.42714a663bc342d0dc175ebab152356d.jpg,600,300,pothole,21,118,138,158
155,img-327_jpg.rf.42714a663bc342d0dc175ebab152356d.jpg,600,300,pothole,129,54,466,233
156,img-326_jpg.rf.25f754ec5e29d2861ed7c05c1129a4dc.jpg,442,300,pothole,95,51,300,201
157,img-325_jpg.rf.fc14997c5d5d229bcb148997947b64b5.jpg,533,300,pothole,92,128,135,149
158,img-325_jpg.rf.fc14997c5d5d229bcb148997947b64b5.jpg,533,300,pothole,155,74,252,115
159,img-325_jpg.rf.fc14997c5d5d229bcb148997947b64b5.jpg,533,300,pothole,325,59,375,74
160,img-325_jpg.rf.fc14997c5d5d229bcb148997947b64b5.jpg,533,300,pothole,306,78,353,103
161,img-325_jpg.rf.fc14997c5d5d229bcb148997947b64b5.jpg,533,300,pothole,335,114,375,136
162,img-325_jpg.rf.fc14997c5d5d229bcb148997947b64b5.jpg,533,300,pothole,422,192,531,273
163,img-324_jpg.rf.74f09e96882cde7edbd59f92e7ecdf02.jpg,450,300,pothole,210,148,397,280
164,img-31_jpg.rf.04f6a2c9ec048f70c2faeb7e4193784d.jpg,720,720,pothole,229,280,439,411
165,img-376_jpg.rf.39c24ad78c32a6c855e8bbe60ad04d1f.jpg,530,300,pothole,158,164,235,185
166,img-376_jpg.rf.39c24ad78c32a6c855e8bbe60ad04d1f.jpg,530,300,pothole,319,186,386,211
167,img-375_jpg.rf.bf26033ba64d588063cee3a0c97616db.jpg,450,300,pothole,105,225,200,260
168,img-375_jpg.rf.bf26033ba64d588063cee3a0c97616db.jpg,450,300,pothole,162,187,216,199
169,img-374_jpg.rf.9ec3835feb04e376c4bc09ab1c1dde32.jpg,383,300,pothole,92,196,269,276
170,img-374_jpg.rf.9ec3835feb04e376c4bc09ab1c1dde32.jpg,383,300,pothole,226,98,349,116
171,img-374_jpg.rf.9ec3835feb04e376c4bc09ab1c1dde32.jpg,383,300,pothole,1,89,42,97
172,img-372_jpg.rf.b3b86d6dfb24732444b95825c42f9422.jpg,479,300,pothole,141,157,310,251
173,img-367_jpg.rf.299c5300a46524bfd3b2ae5e2a7398e8.jpg,449,300,pothole,150,81,258,210
174,img-366_jpg.rf.d13288366b0bb14beace0ba289956039.jpg,462,300,pothole,9,123,387,247
175,img-365_jpg.rf.164b210367824d2f385b0619f236abf4.jpg,571,300,pothole,426,119,487,135
176,img-365_jpg.rf.164b210367824d2f385b0619f236abf4.jpg,571,300,pothole,411,135,571,185
177,img-365_jpg.rf.164b210367824d2f385b0619f236abf4.jpg,571,300,pothole,1,136,348,243
178,img-365_jpg.rf.164b210367824d2f385b0619f236abf4.jpg,571,300,pothole,430,223,571,300
179,img-361_jpg.rf.be4588f913f1e787f897058202e2b1c6.jpg,533,300,pothole,246,58,493,238
180,img-359_jpg.rf.6d9d100005eb3f84f3de55b14b854b18.jpg,450,300,pothole,17,88,146,121
181,img-359_jpg.rf.6d9d100005eb3f84f3de55b14b854b18.jpg,450,300,pothole,41,73,72,85
182,img-359_jpg.rf.6d9d100005eb3f84f3de55b14b854b18.jpg,450,300,pothole,27,125,413,245
183,img-360_jpg.rf.c4d38dde7ae1c773e6b3fb8e5d75bb77.jpg,300,442,pothole,121,273,219,347
184,img-360_jpg.rf.c4d38dde7ae1c773e6b3fb8e5d75bb77.jpg,300,442,pothole,178,400,260,435
185,img-360_jpg.rf.c4d38dde7ae1c773e6b3fb8e5d75bb77.jpg,300,442,pothole,189,261,262,295
186,img-360_jpg.rf.c4d38dde7ae1c773e6b3fb8e5d75bb77.jpg,300,442,pothole,209,234,300,251
187,img-360_jpg.rf.c4d38dde7ae1c773e6b3fb8e5d75bb77.jpg,300,442,pothole,136,202,224,220
188,img-360_jpg.rf.c4d38dde7ae1c773e6b3fb8e5d75bb77.jpg,300,442,pothole,134,191,216,198
189,img-360_jpg.rf.c4d38dde7ae1c773e6b3fb8e5d75bb77.jpg,300,442,pothole,131,171,172,180
190,img-358_jpg.rf.443b2ea93c68765f0fe6722fa937cd6c.jpg,400,300,pothole,4,137,90,187
191,img-358_jpg.rf.443b2ea93c68765f0fe6722fa937cd6c.jpg,400,300,pothole,97,124,343,220
192,img-357_jpg.rf.3fa531a04a46be8fbe22849b9bceead6.jpg,453,300,pothole,100,126,350,213
193,img-356_jpg.rf.4b2038d60de2fe914265bcb23cf05f89.jpg,533,300,pothole,85,216,226,287
194,img-355_jpg.rf.9cddc7f638d211138c7f3d79550da363.jpg,300,400,pothole,135,186,182,221
195,img-354_jpg.rf.a4fcd1798fe466fa035172521e93fe6d.jpg,400,300,pothole,108,198,170,219
196,img-354_jpg.rf.a4fcd1798fe466fa035172521e93fe6d.jpg,400,300,pothole,190,164,281,193
197,img-354_jpg.rf.a4fcd1798fe466fa035172521e93fe6d.jpg,400,300,pothole,260,249,333,279
198,img-354_jpg.rf.a4fcd1798fe466fa035172521e93fe6d.jpg,400,300,pothole,82,284,165,300
199,img-354_jpg.rf.a4fcd1798fe466fa035172521e93fe6d.jpg,400,300,pothole,320,203,359,214
200,img-352_jpg.rf.7071e9840456e2ef41927696dddb3a5a.jpg,400,300,pothole,81,133,355,299
201,img-352_jpg.rf.7071e9840456e2ef41927696dddb3a5a.jpg,400,300,pothole,236,102,280,131
202,img-351_jpg.rf.123b3f4e806dcfb111186da693c996c9.jpg,533,300,pothole,1,101,468,300
203,img-349_jpg.rf.6641cef8561560b1437a093be86abf1e.jpg,452,300,pothole,336,114,381,137
204,img-349_jpg.rf.6641cef8561560b1437a093be86abf1e.jpg,452,300,pothole,61,123,227,226
205,img-349_jpg.rf.6641cef8561560b1437a093be86abf1e.jpg,452,300,pothole,268,175,300,187
206,img-349_jpg.rf.6641cef8561560b1437a093be86abf1e.jpg,452,300,pothole,312,236,342,251
207,img-349_jpg.rf.6641cef8561560b1437a093be86abf1e.jpg,452,300,pothole,297,255,315,265
208,img-349_jpg.rf.6641cef8561560b1437a093be86abf1e.jpg,452,300,pothole,207,79,221,87
209,img-404_jpg.rf.be12da25b2c38b58291a3a7fe817ef57.jpg,467,300,pothole,165,90,389,266
210,img-404_jpg.rf.be12da25b2c38b58291a3a7fe817ef57.jpg,467,300,pothole,90,150,136,174
211,img-404_jpg.rf.be12da25b2c38b58291a3a7fe817ef57.jpg,467,300,pothole,57,89,103,118
212,img-403_jpg.rf.8357bd90d082e6c78a660f605c08ad2e.jpg,527,300,pothole,139,160,491,269
213,img-401_jpg.rf.e3fe79f6f1c41b1dd0ce8ea904b39401.jpg,533,300,pothole,155,189,466,239
214,img-3_jpg.rf.64d155e488ceaac83020a728ca1f70d1.jpg,720,720,pothole,273,264,497,468
215,img-39_jpg.rf.a4ba4e9ad51da5bf7e864ca580d09931.jpg,720,720,pothole,204,211,470,503
216,img-396_jpg.rf.af26b72d42bbf054aee8f62025ea2bf8.jpg,533,300,pothole,1,39,533,246
217,img-395_jpg.rf.84ca6b6e04caa7480cfa0287417576b1.jpg,451,300,pothole,218,146,248,157
218,img-395_jpg.rf.84ca6b6e04caa7480cfa0287417576b1.jpg,451,300,pothole,29,210,114,253
219,img-395_jpg.rf.84ca6b6e04caa7480cfa0287417576b1.jpg,451,300,pothole,162,221,267,263
220,img-393_jpg.rf.9b0541a344853293e9ea03214f6619ce.jpg,450,300,pothole,157,99,296,142
221,img-393_jpg.rf.9b0541a344853293e9ea03214f6619ce.jpg,450,300,pothole,153,198,281,257
222,img-392_jpg.rf.a74441b6f7c2332e3e553548670a315b.jpg,449,300,pothole,215,191,301,210
223,img-392_jpg.rf.a74441b6f7c2332e3e553548670a315b.jpg,449,300,pothole,205,286,395,300
224,img-391_jpg.rf.27e945dce7258e1d272a2a273b02ef08.jpg,400,300,pothole,296,214,338,244
225,img-391_jpg.rf.27e945dce7258e1d272a2a273b02ef08.jpg,400,300,pothole,134,84,290,183
226,img-391_jpg.rf.27e945dce7258e1d272a2a273b02ef08.jpg,400,300,pothole,76,65,153,101
227,img-391_jpg.rf.27e945dce7258e1d272a2a273b02ef08.jpg,400,300,pothole,17,50,55,73
228,img-391_jpg.rf.27e945dce7258e1d272a2a273b02ef08.jpg,400,300,pothole,1,28,22,43
229,img-38_jpg.rf.afd62a6bd8518395cf339db67500b1e1.jpg,720,720,pothole,239,220,465,447
230,img-38_jpg.rf.afd62a6bd8518395cf339db67500b1e1.jpg,720,720,pothole,397,168,462,211
231,img-389_jpg.rf.14f171b109308eeab6e83e7795c11016.jpg,480,300,pothole,174,96,265,123
232,img-389_jpg.rf.14f171b109308eeab6e83e7795c11016.jpg,480,300,pothole,325,100,438,115
233,img-389_jpg.rf.14f171b109308eeab6e83e7795c11016.jpg,480,300,pothole,254,70,319,78
234,img-389_jpg.rf.14f171b109308eeab6e83e7795c11016.jpg,480,300,pothole,200,133,241,150
235,img-389_jpg.rf.14f171b109308eeab6e83e7795c11016.jpg,480,300,pothole,2,160,243,300
236,img-388_jpg.rf.7ceda8808d1df8e7568c123af5bca8bf.jpg,400,300,pothole,148,137,225,213
237,img-388_jpg.rf.7ceda8808d1df8e7568c123af5bca8bf.jpg,400,300,pothole,178,92,201,104
238,img-384_jpg.rf.52f9bf925832084c3778e4d0de4dfb56.jpg,402,300,pothole,146,101,360,259
239,img-384_jpg.rf.52f9bf925832084c3778e4d0de4dfb56.jpg,402,300,pothole,34,54,151,118
240,img-385_jpg.rf.3e1cef7e8251f4c7a1abbafd5ec599bc.jpg,457,300,pothole,33,73,441,278
241,img-383_jpg.rf.abedcd4fce7e8e17889e1bd4274447ba.jpg,425,300,pothole,49,157,99,172
242,img-383_jpg.rf.abedcd4fce7e8e17889e1bd4274447ba.jpg,425,300,pothole,99,182,138,200
243,img-383_jpg.rf.abedcd4fce7e8e17889e1bd4274447ba.jpg,425,300,pothole,151,153,194,166
244,img-383_jpg.rf.abedcd4fce7e8e17889e1bd4274447ba.jpg,425,300,pothole,245,168,299,186
245,img-383_jpg.rf.abedcd4fce7e8e17889e1bd4274447ba.jpg,425,300,pothole,142,213,287,253
246,img-383_jpg.rf.abedcd4fce7e8e17889e1bd4274447ba.jpg,425,300,pothole,1,127,51,138
247,img-383_jpg.rf.abedcd4fce7e8e17889e1bd4274447ba.jpg,425,300,pothole,116,122,145,130
248,img-381_jpg.rf.69479c9b59804c60e3e0c7c2269d3712.jpg,300,400,pothole,57,126,254,309
249,img-380_jpg.rf.0211b9d66b12bdee8d05b9ba890573dc.jpg,450,300,pothole,54,39,393,242
250,img-379_jpg.rf.53d08ef1089264ceb2229544ec31f988.jpg,425,300,pothole,128,166,289,220
251,img-377_jpg.rf.f7a5ae59d67aa24154dbe3931405fc57.jpg,534,300,pothole,235,53,284,62
252,img-377_jpg.rf.f7a5ae59d67aa24154dbe3931405fc57.jpg,534,300,pothole,135,133,392,259
